mem_point_,TMRoads_os,TMRoads_fc,lng,lat
2490,234065927,primary,113.23591866000,30.61375341670
2491,234065927,primary,113.23640582500,30.61386598120
2492,234065927,primary,113.23689298500,30.61397856380
2493,234065927,primary,113.23738014600,30.61409114720
2494,234065927,primary,113.23787779500,30.61413903250
2495,234065927,primary,113.23837577600,30.61417757020
2496,234065927,primary,113.23887523500,30.61415430750
2497,234065927,primary,113.23937469400,30.61413104560
2498,234065927,primary,113.23987415200,30.61410778370
2499,234065927,primary,113.24037361000,30.61408452190
2500,234065927,primary,113.24087307000,30.61406126000
2501,234065927,primary,113.24137252800,30.61403799730
2502,234065927,primary,113.24187198600,30.61401473540
2503,234065927,primary,113.24237144500,30.61399147350
2504,234065927,primary,113.24287090400,30.61396821170
2505,234065927,primary,113.24337036200,30.61394494980
2506,234065927,primary,113.24386982100,30.61392168700
2507,234065927,primary,113.24436927900,30.61389842520
2508,234065927,primary,113.24486873800,30.61387516330
2509,234065927,primary,113.24536819700,30.61385190140
2510,234065927,primary,113.24586765500,30.61382863960
2511,234065927,primary,113.24636723900,30.61380851550
2512,234065927,primary,113.24686695700,30.61379170080
2513,234065927,primary,113.24736667400,30.61377488530
2514,234065927,primary,113.24786639100,30.61375807070
2515,234065927,primary,113.24836610900,30.61374125610
2516,234065927,primary,113.24886582600,30.61372444050
2517,234065927,primary,113.24936554200,30.61370762590
2518,234065927,primary,113.24986525900,30.61369081130
2519,234065927,primary,113.25036497700,30.61367399670
2520,234065927,primary,113.25086469400,30.61365718110
2521,234065927,primary,113.25136441100,30.61364036650
2522,234065927,primary,113.25186412900,30.61362355190
2523,234065927,primary,113.25236384600,30.61360673640
2524,234065927,primary,113.25286356300,30.61358992170
2525,234065927,primary,113.25336328000,30.61357310710
2526,234065927,primary,113.25386299700,30.61355629160
2527,234065927,primary,113.25436271400,30.61353947700
2528,234065927,primary,113.25486243100,30.61352266230
2529,234065927,primary,113.25536214900,30.61350584770
2530,234065927,primary,113.25586186600,30.61348903220
2531,234065927,primary,113.25636158300,30.61347221760
2532,234065927,primary,113.25686130100,30.61345540290
2533,234065927,primary,113.25736101800,30.61343858740
2534,234065927,primary,113.25786073400,30.61342177280
2535,234065927,primary,113.25836045200,30.61340495820
2536,234065927,primary,113.25886016900,30.61338814260
2537,234065927,primary,113.25935932700,30.61336656070
2538,234065927,primary,113.25984936800,30.61326726570
2539,234065927,primary,113.26033941000,30.61316797060
2540,234065927,primary,113.26082945100,30.61306867560
2541,234065927,primary,113.26131949200,30.61296938050
2542,234065927,primary,113.26180626200,30.61285687980
2543,234065927,primary,113.26228599900,30.61271597950
2544,234065927,primary,113.26276573600,30.61257507820
2545,234065927,primary,113.26324547200,30.61243417690
2546,234065927,primary,113.26372520800,30.61229327650
2547,234065927,primary,113.26420494400,30.61215237520
2548,234065927,primary,113.26468468000,30.61201147480
2549,234065927,primary,113.26516441700,30.61187057360
2550,234065927,primary,113.26564415300,30.61172967230
2551,234065927,primary,113.26612389000,30.61158877190
2552,234065927,primary,113.26660362600,30.61144787060
2553,234065927,primary,113.26708336200,30.61130696930
2554,234065927,primary,113.26756309800,30.61116606900
2555,234065927,primary,113.26804283500,30.61102516770
2556,234065927,primary,113.26852257100,30.61088426640
2557,234065927,primary,113.26900230700,30.61074336600
2558,234065927,primary,113.26948204400,30.61060246470
2559,234065927,primary,113.26996178000,30.61046156430
2560,234065927,primary,113.27044151600,30.61032066310
2561,234065927,primary,113.27092125300,30.61017976180
2562,234065927,primary,113.27140098900,30.61003886140
2563,234065927,primary,113.27188072500,30.60989796010
2564,234065927,primary,113.27236046100,30.60975705880
2565,234065927,primary,113.27282539300,30.60957826370
2566,234065927,primary,113.27327359100,30.60935663480
2567,234065927,primary,113.27372178800,30.60913500680
2568,234065927,primary,113.27416998500,30.60891337870
2569,234065927,primary,113.27459735900,30.60865503140
2570,234065927,primary,113.27501762900,30.60838415560
2571,234065927,primary,113.27543789800,30.60811328070
2572,234065927,primary,113.27585816900,30.60784240490
2573,234065927,primary,113.27627843800,30.60757153000
2574,234065927,primary,113.27669870700,30.60730065420
2575,234065927,primary,113.27711897700,30.60702977930
2576,234065927,primary,113.27753784500,30.60675685210
2577,234065927,primary,113.27794311000,30.60646400230
2578,234065927,primary,113.27834837400,30.60617115340
2579,234065927,primary,113.27875363800,30.60587830350
2580,234065927,primary,113.27915890300,30.60558545460
2581,234065927,primary,113.27953206100,30.60525666880
2582,234065927,primary,113.27986854200,30.60488682980
2583,234065927,primary,113.28020502400,30.60451699170
2584,234065927,primary,113.28054150400,30.60414715360
2585,234065927,primary,113.28087798500,30.60377731460
2586,234065927,primary,113.28121446700,30.60340747650
2587,234065927,primary,113.28155094800,30.60303763840
2588,234065927,primary,113.28188742900,30.60266779940
2589,234065927,primary,113.28222391000,30.60229796130
2590,234065927,primary,113.28256039100,30.60192812320
2591,234065927,primary,113.28289687300,30.60155828420
2592,234065927,primary,113.28323335400,30.60118844610
2593,234065927,primary,113.28356983500,30.60081860800
2594,234065927,primary,113.28390631600,30.60044876900
2595,234065927,primary,113.28424279700,30.60007893090
2596,234065927,primary,113.28457927800,30.59970909280
2597,234065927,primary,113.28492704100,30.59935064460
2598,234065927,primary,113.28530010500,30.59901774350
2599,234065927,primary,113.28567316900,30.59868484140
2600,234065927,primary,113.28604623300,30.59835194030
2601,234065927,primary,113.28641929700,30.59801903910
2602,234065927,primary,113.28679236100,30.59768613800
2603,234065927,primary,113.28716542500,30.59735323690
2604,234065927,primary,113.28753848900,30.59702033480
2605,234065927,primary,113.28791155300,30.59668743370
2606,234065927,primary,113.28828461700,30.59635453250
2607,234065927,primary,113.28865768100,30.59602163140
2608,234065927,primary,113.28903074400,30.59568873030
2609,234065927,primary,113.28940380800,30.59535582910
2610,234065927,primary,113.28977687200,30.59502292710
2611,234065927,primary,113.29013852100,30.59467794530
2612,234065927,primary,113.29049204700,30.59432436340
2613,234065927,primary,113.29084557200,30.59397078140
2614,234065927,primary,113.29119909600,30.59361719950
2615,234065927,primary,113.29155262200,30.59326361750
2616,234065927,primary,113.29189796600,30.59290240480
2617,234065927,primary,113.29222615400,30.59252518780
2618,234065927,primary,113.29255434200,30.59214797170
2619,234065927,primary,113.29288253100,30.59177075460
2620,234065927,primary,113.29321072000,30.59139353850
2621,234065927,primary,113.29353890800,30.59101632140
2622,234065927,primary,113.29386709600,30.59063910530
2623,234065927,primary,113.29419528500,30.59026188830
2624,234065927,primary,113.29452347300,30.58988467210
2625,234065927,primary,113.29485166200,30.58950745510
2626,234065927,primary,113.29517985000,30.58913023900
2627,234065927,primary,113.29550803900,30.58875302280
2628,234065927,primary,113.29583622700,30.58837580580
2629,234065927,primary,113.29616441600,30.58799858970
2630,234065927,primary,113.29649260400,30.58762137260
2631,234065927,primary,113.29682079300,30.58724415650
2632,234065927,primary,113.29714898100,30.58686693950
2633,234065927,primary,113.29747717000,30.58648972330
2634,234065927,primary,113.29780535800,30.58611250630
2635,234065927,primary,113.29813354600,30.58573529020
2636,234065927,primary,113.29846173500,30.58535807310
2637,234065927,primary,113.29878992400,30.58498085700
2638,234065927,primary,113.29911811200,30.58460363990
2639,234065927,primary,113.29944630000,30.58422642380
2640,234065927,primary,113.29977448900,30.58384920680
2641,234065927,primary,113.30010267700,30.58347199060
2642,234065927,primary,113.30043555000,30.58309944740
2643,234065927,primary,113.30081198100,30.58277035760
2644,234065927,primary,113.30120364500,30.58246509890
2645,234065927,primary,113.30166037100,30.58226162550
2646,234065927,primary,113.30211709600,30.58205815300
2647,234065927,primary,113.30257382200,30.58185467950
2648,234065927,primary,113.30303054800,30.58165120610
2649,234065927,primary,113.30350529700,30.58149715590
2650,234065927,primary,113.30398579400,30.58135886980
2651,234065927,primary,113.30446629000,30.58122058470
2652,234065927,primary,113.30494678700,30.58108229860
2653,234065927,primary,113.30543325300,30.58097264970
2654,234065927,primary,113.30592898300,30.58090744610
2655,234065927,primary,113.30642471300,30.58084224260
2656,234065927,primary,113.30692044400,30.58077703810
2657,234065927,primary,113.30741617300,30.58071183460
2658,234065927,primary,113.30791190400,30.58064663100
2659,234065927,primary,113.30840763400,30.58058142660
2660,234065927,primary,113.30890336400,30.58051622300
2661,234065927,primary,113.30939909500,30.58045101950
2662,234065927,primary,113.30989482400,30.58038581510
2663,234065927,primary,113.31039055500,30.58032061150
2664,234065927,primary,113.31088628600,30.58025540800
2665,234065927,primary,113.31138201500,30.58019020350
2666,234065927,primary,113.31187774600,30.58012500000
2667,234065927,primary,113.31237347600,30.58005979640
2668,234065927,primary,113.31286920600,30.57999459290
2669,234065927,primary,113.31336493700,30.57992938840
2670,234065927,primary,113.31386066600,30.57986418490
2671,234065927,primary,113.31435639700,30.57979898130
2672,234065927,primary,113.31485212700,30.57973377690
2673,234065927,primary,113.31534785700,30.57966857330
2674,234065927,primary,113.31584358800,30.57960336980
2675,234065927,primary,113.31633931800,30.57953816540
2676,234065927,primary,113.31683504800,30.57947296180
2677,234065927,primary,113.31733077800,30.57940775830
2678,234065927,primary,113.31782650800,30.57934255380
2679,234065927,primary,113.31832223800,30.57927735030
2680,234065927,primary,113.31881796900,30.57921214670
2681,234065927,primary,113.31931369900,30.57914694230
2682,234065927,primary,113.31980942900,30.57908173870
2683,234065927,primary,113.32030516000,30.57901653520
2684,234065927,primary,113.32080088900,30.57895133070
2685,234065927,primary,113.32129662000,30.57888612720
2686,234065927,primary,113.32179235100,30.57882092360
2687,234065927,primary,113.32228808000,30.57875571920
2688,234065927,primary,113.32277826300,30.57865760590
2689,234065927,primary,113.32326797100,30.57855668030
2690,234065927,primary,113.32375767800,30.57845574850
2691,234065927,primary,113.32424640700,30.57835086870
2692,234065927,primary,113.32472661300,30.57821157630
2693,234065927,primary,113.32520681800,30.57807228390
2694,234065927,primary,113.32568702500,30.57793299150
2695,234065927,primary,113.32616723000,30.57779369910
2696,234065927,primary,113.32664743600,30.57765440670
2697,234065927,primary,113.32712764200,30.57751511430
2698,234065927,primary,113.32760784800,30.57737582190
2699,234065927,primary,113.32808805400,30.57723652950
2700,234065927,primary,113.32856778400,30.57709561930
2701,234065927,primary,113.32904712400,30.57695337530
2702,234065927,primary,113.32952646400,30.57681113130
2703,234065927,primary,113.33000580400,30.57666888650
2704,234065927,primary,113.33048514300,30.57652664250
2705,234065927,primary,113.33096448300,30.57638439850
2706,234065927,primary,113.33144382300,30.57624215460
2707,234065927,primary,113.33192316300,30.57609991060
2708,234065927,primary,113.33240027700,30.57595084080
2709,234065927,primary,113.33287131300,30.57578313610
2710,234065927,primary,113.33334234900,30.57561543050
2711,234065927,primary,113.33379137900,30.57540484350
2712,234065927,primary,113.33420228500,30.57511996340
2713,234065927,primary,113.33461319100,30.57483508430
2714,234065927,primary,113.33499813900,30.57451710380
2715,234065927,primary,113.33537277900,30.57418597610
2716,234065927,primary,113.33574741900,30.57385484930
2717,234065927,primary,113.33612205800,30.57352372160
2718,234065927,primary,113.33649669800,30.57319259400
2719,234065927,primary,113.33687133600,30.57286146720
2720,234065927,primary,113.33724597600,30.57253033950
2721,234065927,primary,113.33762061500,30.57219921180
2722,234065927,primary,113.33799525500,30.57186808500
2723,234065927,primary,113.33836989500,30.57153695740
2724,234065927,primary,113.33873608500,30.57119695340
2725,234065927,primary,113.33908530800,30.57083912210
2726,234065927,primary,113.33943453100,30.57048129090
2727,234065927,primary,113.33978375400,30.57012345870
2728,234065927,primary,113.34013297700,30.56976562750
2729,234065927,primary,113.34048220000,30.56940779620
2730,234065927,primary,113.34083142300,30.56904996500
2731,234065927,primary,113.34118064600,30.56869213370
2732,234065927,primary,113.34152986900,30.56833430160
2733,234065927,primary,113.34187909200,30.56797647030
2734,234065927,primary,113.34222831400,30.56761863910
2735,234065927,primary,113.34257753700,30.56726080780
2736,234065927,primary,113.34292676000,30.56690297660
2737,234065927,primary,113.34327598300,30.56654514440
2738,234065927,primary,113.34362520600,30.56618731320
2739,234065927,primary,113.34397442900,30.56582948190
2740,234065927,primary,113.34432365200,30.56547165070
2741,234065927,primary,113.34467287500,30.56511381940
2742,234065927,primary,113.34502209800,30.56475598730
2743,234065927,primary,113.34537132100,30.56439815610
2744,234065927,primary,113.34572054400,30.56404032480
2745,234065927,primary,113.34606976700,30.56368249360
2746,234065927,primary,113.34641899000,30.56332466230
2747,234065927,primary,113.34676821300,30.56296683020
2748,234065927,primary,113.34711743600,30.56260899890
2749,234065927,primary,113.34746665900,30.56225116770
2750,234065927,primary,113.34781588100,30.56189333640
2751,234065927,primary,113.34816510400,30.56153550520
2752,234065927,primary,113.34851432700,30.56117767300
2753,234065927,primary,113.34886355000,30.56081984180
2754,234065927,primary,113.34921277300,30.56046201050
2755,234065927,primary,113.34956199600,30.56010417930
2756,234065927,primary,113.34991121900,30.55974634710
2757,234065927,primary,113.35026044200,30.55938851590
2758,234065927,primary,113.35060966500,30.55903068460
2759,234065927,primary,113.35095888800,30.55867285340
2760,234065927,primary,113.35130811100,30.55831502210
2761,234065927,primary,113.35165733400,30.55795719000
2762,234065927,primary,113.35200655700,30.55759935870
2763,234065927,primary,113.35235578000,30.55724152750
2764,234065927,primary,113.35270500300,30.55688369620
2765,234065927,primary,113.35305825500,30.55653006660
2766,234065927,primary,113.35343045600,30.55619620140
2767,234065927,primary,113.35381837300,30.55588239290
2768,234065927,primary,113.35423157700,30.55560085650
2769,234065927,primary,113.35464478100,30.55531932100
2770,234065927,primary,113.35505818800,30.55503811110
2771,234065927,primary,113.35549251900,30.55479040730
2772,234065927,primary,113.35592684900,30.55454270340
2773,234065927,primary,113.35636117900,30.55429499950
2774,234065927,primary,113.35679551000,30.55404729560
2775,234065927,primary,113.35722984000,30.55379959180
2776,234065927,primary,113.35766417000,30.55355188790
2777,234065927,primary,113.35809850000,30.55330418400
2778,234065927,primary,113.35853283100,30.55305648020
2779,234065927,primary,113.35896716100,30.55280877630
2780,234065927,primary,113.35940149100,30.55256107240
2781,234065927,primary,113.35983582200,30.55231336860
2782,234065927,primary,113.36027015200,30.55206566470
2783,234065927,primary,113.36070448200,30.55181796080
2784,234065927,primary,113.36113881200,30.55157025700
2785,234065927,primary,113.36157314300,30.55132255310
2786,234065927,primary,113.36200747300,30.55107484920
2787,234065927,primary,113.36244180300,30.55082714540
2788,234065927,primary,113.36287613400,30.55057944150
2789,234065927,primary,113.36331046400,30.55033173760
2790,234065927,primary,113.36374479400,30.55008403380
2791,234065927,primary,113.36417912400,30.54983632990
2792,234065927,primary,113.36461345500,30.54958862600
2793,234065927,primary,113.36504778500,30.54934092210
2794,234065927,primary,113.36548211500,30.54909321830
2795,234065927,primary,113.36591644500,30.54884551440
2796,234065927,primary,113.36635077600,30.54859781050
2797,234065927,primary,113.36678510600,30.54835010670
2798,234065927,primary,113.36721943600,30.54810240280
2799,234065927,primary,113.36765376700,30.54785469890
2800,234065927,primary,113.36808809700,30.54760699510
2801,234065927,primary,113.36852242700,30.54735929120
2802,234065927,primary,113.36895675700,30.54711158730
2803,234065927,primary,113.36939108800,30.54686388350
2804,234065927,primary,113.36982541800,30.54661617960
2805,234065927,primary,113.37025974800,30.54636847570
2806,234065927,primary,113.37069407900,30.54612077190
2807,234065927,primary,113.37112947300,30.54587510230
2808,234065927,primary,113.37158066000,30.54565962470
2809,234065927,primary,113.37203184600,30.54544414710
2810,234065927,primary,113.37249236700,30.54526085180
2811,234065927,primary,113.37298882700,30.54520145340
2812,234065927,primary,113.37348528600,30.54514205500
2813,234065927,primary,113.37398174500,30.54508265650
2814,234065927,primary,113.37447820500,30.54502325810
2815,234065927,primary,113.37497466400,30.54496385970
2816,234065927,primary,113.37547112300,30.54490446130
2817,234065927,primary,113.37596758300,30.54484506280
2818,234065927,primary,113.37646404200,30.54478566440
2819,234065927,primary,113.37696050200,30.54472626600
2820,234065927,primary,113.37745793500,30.54467681770
2821,234065927,primary,113.37795648800,30.54463880870
2822,234065927,primary,113.37845504100,30.54460079890
2823,234065927,primary,113.37895359400,30.54456278990
2824,234065927,primary,113.37945214800,30.54452478010
2825,234065927,primary,113.37995070100,30.54448677110
2826,234065927,primary,113.38044925400,30.54444876670
2827,234065927,primary,113.38094780800,30.54441076310
2828,234065927,primary,113.38144636100,30.54437276050
2829,234065927,primary,113.38194491600,30.54433475690
2830,234065927,primary,113.38244346900,30.54429675430
2831,234065927,primary,113.38294263100,30.54426976200
2832,234065927,primary,113.38344233700,30.54425263090
2833,234065927,primary,113.38394204400,30.54423549970
2834,234065927,primary,113.38444175000,30.54421836850
2835,234065927,primary,113.38494145700,30.54420123730
2836,234065927,primary,113.38544116300,30.54418410610
2837,234065927,primary,113.38594087000,30.54416697490
2838,234065927,primary,113.38644057600,30.54414984370
2839,234065927,primary,113.38694028300,30.54413271260
2840,234065927,primary,113.38743998800,30.54411558140
2841,234065927,primary,113.38793969500,30.54409845020
2842,234065927,primary,113.38843532100,30.54403546530
2843,234065927,primary,113.38893020000,30.54396408880
2844,234065927,primary,113.38942508000,30.54389271230
2845,234065927,primary,113.38991995900,30.54382133670
2846,234065927,primary,113.39041483800,30.54374996020
2847,234065927,primary,113.39090971700,30.54367858370
2848,234065927,primary,113.39140459700,30.54360720720
2849,234065927,primary,113.39189947500,30.54353583070
2850,234065927,primary,113.39239435400,30.54346445420
2851,234065927,primary,113.39288923400,30.54339307770
2852,234065927,primary,113.39338411300,30.54332170120
2853,234065927,primary,113.39387899200,30.54325032560
2854,234065927,primary,113.39437387100,30.54317894910
2855,234065927,primary,113.39486875100,30.54310757270
2856,234065927,primary,113.39536363000,30.54303619620
2857,234065927,primary,113.39585850900,30.54296481970
2858,234065927,primary,113.39635338900,30.54289344320
2859,234065927,primary,113.39684826800,30.54282206670
2860,234065927,primary,113.39734314600,30.54275069020
2861,234065927,primary,113.39783802500,30.54267931460
2862,234065927,primary,113.39833290500,30.54260793810
2863,234065927,primary,113.39882778400,30.54253656160
2864,234065927,primary,113.39932266300,30.54246518510
2865,234065927,primary,113.39981754300,30.54239380860
2866,234065927,primary,113.40031242200,30.54232243210
2867,234065927,primary,113.40080730100,30.54225105560
2868,234065927,primary,113.40130218000,30.54217967910
2869,234065927,primary,113.40179706000,30.54210830360
2870,234065927,primary,113.40229193900,30.54203692710
2871,234065927,primary,113.40278681700,30.54196555060
2872,234065927,primary,113.40328169700,30.54189417410
2873,234065927,primary,113.40377657600,30.54182279760
2874,234065927,primary,113.40427145500,30.54175142110
2875,234065927,primary,113.40476633400,30.54168004460
2876,234065927,primary,113.40526121400,30.54160866810
2877,234065927,primary,113.40575609300,30.54153729250
2878,234065927,primary,113.40625097200,30.54146591600
2879,234065927,primary,113.40674585200,30.54139453950
2880,234065927,primary,113.40724073000,30.54132316030
2881,234065927,primary,113.40773560900,30.54125178110
2882,234065927,primary,113.40823048800,30.54118040200
2883,234065927,primary,113.40872536600,30.54110902280
2884,234065927,primary,113.40922024500,30.54103764360
2885,234065927,primary,113.40971512400,30.54096626440
2886,234065927,primary,113.41021000200,30.54089488520
2887,234065927,primary,113.41070488100,30.54082350690
2888,234065927,primary,113.41119976000,30.54075212770
2889,234065927,primary,113.41169463900,30.54068074850
2890,234065927,primary,113.41218951800,30.54060936930
2891,234065927,primary,113.41268439700,30.54053799010
2892,234065927,primary,113.41317927500,30.54046661090
2893,234065927,primary,113.41367415400,30.54039523180
2894,234065927,primary,113.41416903300,30.54032385260
2895,234065927,primary,113.41466391200,30.54025247340
2896,234065927,primary,113.41515879100,30.54018109420
2897,234065927,primary,113.41565367000,30.54010971500
2898,234065927,primary,113.41614854900,30.54003833580
2899,234065927,primary,113.41664342700,30.53996695660
2900,234065927,primary,113.41713830600,30.53989557830
2901,234065927,primary,113.41763539200,30.53990143920
2902,234065927,primary,113.41813354000,30.53994444120
2903,234065927,primary,113.41863168700,30.53998744320
2904,234065927,primary,113.41912983400,30.54003044510
2905,234065927,primary,113.41962798200,30.54007344710
2906,234065927,primary,113.42012612900,30.54011644910
2907,234065927,primary,113.42062427700,30.54015945110
2908,234065927,primary,113.42112242400,30.54020245310
2909,234065927,primary,113.42162057100,30.54024545600
2910,234065927,primary,113.42211871900,30.54028845790
2911,234065927,primary,113.42261686600,30.54033145990
2912,234065927,primary,113.42311501300,30.54037446190
2913,234065927,primary,113.42361316100,30.54041746390
2914,234065927,primary,113.42411130800,30.54046046590
2915,234065927,primary,113.42460945500,30.54050346790
2916,234065927,primary,113.42510760300,30.54054646980
2917,234065927,primary,113.42560575000,30.54058947270
2918,234065927,primary,113.42610389700,30.54063247470
2919,234065927,primary,113.42660204500,30.54067547670
2920,234065927,primary,113.42710019200,30.54071847870
2921,234065927,primary,113.42759833900,30.54076148070
2922,234065927,primary,113.42809648700,30.54080448260
2923,234065927,primary,113.42859591400,30.54082467510
2924,234065927,primary,113.42909574600,30.54083766670
2925,234065927,primary,113.42930854600,30.54084319850
2926,256964373,motorway,113.37247507000,30.83115039570
2927,256964373,motorway,113.37197694000,30.83110719130
2928,256964373,motorway,113.37147881000,30.83106398700
2929,256964373,motorway,113.37098068000,30.83102078360
2930,256964373,motorway,113.37048255000,30.83097757930
2931,256964373,motorway,113.36998434600,30.83093524640
2932,256964373,motorway,113.36948610300,30.83089337210
2933,256964373,motorway,113.36898786000,30.83085149700
2934,256964373,motorway,113.36848961500,30.83080962280
2935,256964373,motorway,113.36799137200,30.83076774760
2936,256964373,motorway,113.36749312900,30.83072587340
2937,256964373,motorway,113.36699488600,30.83068399830
2938,256964373,motorway,113.36649664200,30.83064212400
2939,256964373,motorway,113.36599839900,30.83060024890
2940,256964373,motorway,113.36550007600,30.83055934320
2941,256964373,motorway,113.36500169400,30.83051914440
2942,256964373,motorway,113.36450331300,30.83047894560
2943,256964373,motorway,113.36400493100,30.83043874600
2944,256964373,motorway,113.36350695200,30.83039383650
2945,256964373,motorway,113.36300897800,30.83034887490
2946,256964373,motorway,113.36251100300,30.83030391240
2947,256964373,motorway,113.36201302900,30.83025895080
2948,256964373,motorway,113.36151505500,30.83021398830
2949,256964373,motorway,113.36101706500,30.83016920290
2950,256964373,motorway,113.36051901500,30.83012508580
2951,256964373,motorway,113.36002096500,30.83008096870
2952,256964373,motorway,113.35952291500,30.83003685240
2953,256964373,motorway,113.35902486500,30.82999273530
2954,256964373,motorway,113.35852681500,30.82994861810
2955,256964373,motorway,113.35802876500,30.82990450100
2956,256964373,motorway,113.35753071600,30.82986038470
2957,256964373,motorway,113.35703266600,30.82981626760
2958,256964373,motorway,113.35653461600,30.82977215050
2959,256964373,motorway,113.35603647600,30.82972909360
2960,256964373,motorway,113.35553807000,30.82968920060
2961,256964373,motorway,113.35503966500,30.82964930760
2962,256964373,motorway,113.35454125900,30.82960941450
2963,256964373,motorway,113.35404285300,30.82956952150
2964,256964373,motorway,113.35354440400,30.82953017440
2965,256964373,motorway,113.35304592100,30.82949124180
2966,256964373,motorway,113.35254744000,30.82945231020
2967,256964373,motorway,113.35204792200,30.82943120310
2968,256964373,motorway,113.35154828600,30.82941214380
2969,256964373,motorway,113.35104864800,30.82939308350
2970,256964373,motorway,113.35054887700,30.82937850100
2971,256964373,motorway,113.35004900100,30.82936735930
2972,256964373,motorway,113.34954912500,30.82935621850
2973,256964373,motorway,113.34904925000,30.82934507680
2974,256964373,motorway,113.34854937300,30.82933393600
2975,256964373,motorway,113.34804949700,30.82932279430
2976,256964373,motorway,113.34754962200,30.82931165350
2977,256964373,motorway,113.34704971500,30.82931738130
2978,256964373,motorway,113.34654980200,30.82932669470
2979,256964373,motorway,113.34604988800,30.82933600890
2980,256964373,motorway,113.34554997500,30.82934532230
2981,256964373,motorway,113.34505006200,30.82935463570
2982,256964373,motorway,113.34455020200,30.82936593840
2983,256964373,motorway,113.34405051000,30.82938348510
2984,256964373,motorway,113.34355081800,30.82940103080
2985,256964373,motorway,113.34305112600,30.82941857750
2986,256964373,motorway,113.34255143400,30.82943612420
2987,256964373,motorway,113.34205242100,30.82946739720
2988,256964373,motorway,113.34155343400,30.82949921970
2989,256964373,motorway,113.34105444800,30.82953104310
2990,256964373,motorway,113.34055546200,30.82956286560
2991,256964373,motorway,113.34005647500,30.82959468810
2992,256964373,motorway,113.33955748900,30.82962651070
2993,256964373,motorway,113.33905880500,30.82966214360
2994,256964373,motorway,113.33856102800,30.82970924740
2995,256964373,motorway,113.33806325200,30.82975635120
2996,256964373,motorway,113.33756547500,30.82980345500
2997,256964373,motorway,113.33706770000,30.82985055970
2998,256964373,motorway,113.33656992300,30.82989766340
2999,256964373,motorway,113.33607214700,30.82994476720
3000,256964373,motorway,113.33557378000,30.82998506050
3001,256964373,motorway,113.33507532600,30.83002435270
3002,256964373,motorway,113.33457640000,30.83005659970
3003,256964373,motorway,113.33407716400,30.83008423230
3004,256964373,motorway,113.33357792800,30.83011186580
3005,256964373,motorway,113.33307869300,30.83013949830
3006,256964373,motorway,113.33257945700,30.83016713180
3007,256964373,motorway,113.33208022100,30.83019476440
3008,256964373,motorway,113.33158098500,30.83022239690
3009,256964373,motorway,113.33108126800,30.83023695250
3010,256964373,motorway,113.33058135100,30.83024608240
3011,256964373,motorway,113.33008143500,30.83025521230
3012,256964373,motorway,113.32958151800,30.83026434130
3013,256964373,motorway,113.32908160100,30.83027347120
3014,256964373,motorway,113.32858168500,30.83028260120
3015,256964373,motorway,113.32808176800,30.83029173110
3016,256964373,motorway,113.32758182600,30.83028870130
3017,256964373,motorway,113.32708187600,30.83028164880
3018,256964373,motorway,113.32658192600,30.83027459720
3019,256964373,motorway,113.32608197600,30.83026754470
3020,256964373,motorway,113.32558202500,30.83026049220
3021,256964373,motorway,113.32508207500,30.83025344060
3022,256964373,motorway,113.32458223900,30.83024281430
3023,256964373,motorway,113.32408286000,30.83021790570
3024,256964373,motorway,113.32358348100,30.83019299720
3025,256964373,motorway,113.32308410200,30.83016808780
3026,256964373,motorway,113.32258472300,30.83014317930
3027,256964373,motorway,113.32208534300,30.83011827070
3028,256964373,motorway,113.32158596400,30.83009336220
3029,256964373,motorway,113.32108663600,30.83006745630
3030,256964373,motorway,113.32058736500,30.83004046860
3031,256964373,motorway,113.32008869700,30.83000567830
3032,256964373,motorway,113.31959121200,30.82995559960
3033,256964373,motorway,113.31909372600,30.82990552080
3034,256964373,motorway,113.31859624000,30.82985544300
3035,256964373,motorway,113.31809875400,30.82980536420
3036,256964373,motorway,113.31760126900,30.82975528550
3037,256964373,motorway,113.31710438700,30.82969984140
3038,256964373,motorway,113.31660822300,30.82963802470
3039,256964373,motorway,113.31611205900,30.82957620800
3040,256964373,motorway,113.31561589500,30.82951439130
3041,256964373,motorway,113.31511973100,30.82945257460
3042,256964373,motorway,113.31462356700,30.82939075790
3043,256964373,motorway,113.31412819300,30.82932328350
3044,256964373,motorway,113.31363408700,30.82924674400
3045,256964373,motorway,113.31313997900,30.82917020540
3046,256964373,motorway,113.31264587200,30.82909366680
3047,256964373,motorway,113.31215183000,30.82901671810
3048,256964373,motorway,113.31165851100,30.82893525940
3049,256964373,motorway,113.31116519100,30.82885380060
3050,256964373,motorway,113.31067187100,30.82877234180
3051,256964373,motorway,113.31017855100,30.82869088300
3052,256964373,motorway,113.30968523100,30.82860942420
3053,256964373,motorway,113.30919136900,30.82853143230
3054,256964373,motorway,113.30869673300,30.82845839470
3055,256964373,motorway,113.30820209600,30.82838535630
3056,256964373,motorway,113.30770745900,30.82831231880
3057,256964373,motorway,113.30721282300,30.82823928120
3058,256964373,motorway,113.30671818600,30.82816624370
3059,256964373,motorway,113.30622354900,30.82809320520
3060,256964373,motorway,113.30572735400,30.82803280500
3061,256964373,motorway,113.30522978800,30.82798353470
3062,256964373,motorway,113.30473222200,30.82793426450
3063,256964373,motorway,113.30423465500,30.82788499420
3064,256964373,motorway,113.30373708900,30.82783572480
3065,256964373,motorway,113.30323952200,30.82778645460
