mem_point_,TMRoads_os,TMRoads_fc,lng,lat
9792,598146974,residential,113.15787924800,30.65637871410
9793,598146974,residential,113.15768249700,30.65591905260
9794,598146974,residential,113.15748574600,30.65545939020
9795,598146974,residential,113.15728399500,30.65500207330
9796,598146974,residential,113.15705650200,30.65455682340
9797,598146974,residential,113.15682901100,30.65411157360
9798,598146974,residential,113.15660151800,30.65366632370
9799,598146974,residential,113.15637652500,30.65321985260
9800,598146974,residential,113.15616501200,30.65276679400
9801,598146974,residential,113.15595350000,30.65231373440
9802,598146974,residential,113.15586100000,30.65211560030
9803,598146975,residential,113.15689560600,30.65317323540
9804,598146975,residential,113.15738161300,30.65305577130
9805,598146975,residential,113.15786761900,30.65293830640
9806,598146975,residential,113.15835362500,30.65282084140
9807,598146975,residential,113.15883963100,30.65270337740
9808,598146975,residential,113.15932563700,30.65258591240
9809,598146975,residential,113.15981164400,30.65246844840
9810,598146975,residential,113.16029765000,30.65235098340
9811,598146975,residential,113.16078365600,30.65223351850
9812,598146975,residential,113.16126966200,30.65211605440
9813,598146975,residential,113.16175566900,30.65199858950
9814,598146975,residential,113.16224167500,30.65188112450
9815,598146975,residential,113.16273050200,30.65177645330
9816,598146975,residential,113.16322083800,30.65167862150
9817,598146975,residential,113.16371117300,30.65158078960
9818,598146975,residential,113.16420150900,30.65148295870
9819,598146975,residential,113.16469184400,30.65138512680
9820,598146975,residential,113.16482530000,30.65135849970
9821,598146976,tertiary,113.13644234200,30.65503205760
9822,598146976,tertiary,113.13694218500,30.65501951470
9823,598146976,tertiary,113.13744202800,30.65500697100
9824,598146976,tertiary,113.13794187100,30.65499442820
9825,598146976,tertiary,113.13844171300,30.65498188530
9826,598146976,tertiary,113.13894155500,30.65496934250
9827,598146976,tertiary,113.13944139900,30.65495679870
9828,598146976,tertiary,113.13994124100,30.65494425590
9829,598146976,tertiary,113.14044108400,30.65493171300
9830,598146976,tertiary,113.14094092600,30.65491917020
9831,598146976,tertiary,113.14144076900,30.65490662730
9832,598146976,tertiary,113.14194061200,30.65489408360
9833,598146976,tertiary,113.14244045400,30.65488154080
9834,598146976,tertiary,113.14291545400,30.65474520530
9835,598146976,tertiary,113.14338143200,30.65456392180
9836,598146976,tertiary,113.14384741100,30.65438263730
9837,598146976,tertiary,113.14431338900,30.65420135380
9838,598146976,tertiary,113.14477936900,30.65402007030
9839,598146976,tertiary,113.14524534700,30.65383878670
9840,598146976,tertiary,113.14571132600,30.65365750230
9841,598146976,tertiary,113.14617221500,30.65346408330
9842,598146976,tertiary,113.14662812100,30.65325877800
9843,598146976,tertiary,113.14692630000,30.65312450020
9844,598146977,secondary,113.21208486000,30.74654933440
9845,598146977,secondary,113.21161832000,30.74672916910
9846,598146977,secondary,113.21115178000,30.74690900290
9847,598146977,secondary,113.21068524100,30.74708883770
9848,598146977,secondary,113.21021870000,30.74726867240
9849,598146977,secondary,113.20975216100,30.74744850710
9850,598146977,secondary,113.20928562000,30.74762834190
9851,598146977,secondary,113.20881908100,30.74780817660
9852,598146977,secondary,113.20835254000,30.74798801040
9853,598146977,secondary,113.20788600100,30.74816784520
9854,598146977,secondary,113.20741946000,30.74834767990
9855,598146977,secondary,113.20695292100,30.74852751460
9856,598146977,secondary,113.20648638100,30.74870734940
9857,598146977,secondary,113.20601984100,30.74888718410
9858,598146977,secondary,113.20555330100,30.74906701790
9859,598146977,secondary,113.20508676100,30.74924685270
9860,598146977,secondary,113.20462022100,30.74942668740
9861,598146977,secondary,113.20415368100,30.74960652210
9862,598146977,secondary,113.20368714100,30.74978635690
9863,598146977,secondary,113.20322060100,30.74996619160
9864,598146977,secondary,113.20275406100,30.75014602540
9865,598146977,secondary,113.20228752100,30.75032586020
9866,598146977,secondary,113.20182098100,30.75050569490
9867,598146977,secondary,113.20135444200,30.75068552960
9868,598146977,secondary,113.20086422900,30.75077822180
9869,598146977,secondary,113.20037082300,30.75085916170
9870,598146977,secondary,113.19987741800,30.75094010070
9871,598146977,secondary,113.19938401300,30.75102104060
9872,598146977,secondary,113.19889060800,30.75110198050
9873,598146977,secondary,113.19839720300,30.75118292040
9874,598146977,secondary,113.19790379800,30.75126386020
9875,598146977,secondary,113.19741039200,30.75134480010
9876,598146977,secondary,113.19691698700,30.75142574000
9877,598146977,secondary,113.19642358100,30.75150667990
9878,598146977,secondary,113.19593017600,30.75158761980
9879,598146977,secondary,113.19543677100,30.75166855970
9880,598146977,secondary,113.19494336500,30.75174949950
9881,598146977,secondary,113.19444996000,30.75183043850
9882,598146977,secondary,113.19395655500,30.75191137840
9883,598146977,secondary,113.19346315000,30.75199231830
9884,598146977,secondary,113.19296974500,30.75207325820
9885,598146977,secondary,113.19247634000,30.75215419810
9886,598146977,secondary,113.19198293400,30.75223513790
9887,598146977,secondary,113.19148952900,30.75231607780
9888,598146977,secondary,113.19099612400,30.75239701770
9889,598146977,secondary,113.19050271800,30.75247795760
9890,598146977,secondary,113.19000931300,30.75255889750
9891,598146977,secondary,113.18951590800,30.75263983740
9892,598146977,secondary,113.18902341700,30.75272577390
9893,598146977,secondary,113.18853333600,30.75282486930
9894,598146977,secondary,113.18804325400,30.75292396560
9895,598146977,secondary,113.18755317200,30.75302306100
9896,598146977,secondary,113.18706309100,30.75312215730
9897,598146977,secondary,113.18657300900,30.75322125270
9898,598146977,secondary,113.18608292700,30.75332034900
9899,598146977,secondary,113.18559284600,30.75341944440
9900,598146977,secondary,113.18510276400,30.75351854060
9901,598146977,secondary,113.18461268200,30.75361763600
9902,598146977,secondary,113.18412260100,30.75371673140
9903,598146977,secondary,113.18363251900,30.75381582770
9904,598146977,secondary,113.18314243700,30.75391492310
9905,598146977,secondary,113.18265235600,30.75401401940
9906,598146977,secondary,113.18216227400,30.75411311480
9907,598146977,secondary,113.18167219300,30.75421221110
9908,598146977,secondary,113.18118211100,30.75431130650
9909,598146977,secondary,113.18069202900,30.75441040280
9910,598146977,secondary,113.18020194800,30.75450949820
9911,598146977,secondary,113.17971186600,30.75460859450
9912,598146977,secondary,113.17922178400,30.75470768990
9913,598146977,secondary,113.17873170300,30.75480678620
9914,598146977,secondary,113.17824162100,30.75490588160
9915,598146977,secondary,113.17775153900,30.75500497700
9916,598146977,secondary,113.17726145800,30.75510407330
9917,598146977,secondary,113.17677137600,30.75520316870
9918,598146977,secondary,113.17628129400,30.75530226500
9919,598146977,secondary,113.17579121300,30.75540136040
9920,598146977,secondary,113.17530113100,30.75550045670
9921,598146977,secondary,113.17481104900,30.75559955210
9922,598146977,secondary,113.17431619500,30.75563873280
9923,598146977,secondary,113.17381660500,30.75561848100
9924,598146977,secondary,113.17331701600,30.75559823010
9925,598146977,secondary,113.17281742600,30.75557797820
9926,598146977,secondary,113.17231783500,30.75555772640
9927,598146977,secondary,113.17181824600,30.75553747550
9928,598146977,secondary,113.17131865600,30.75551722360
9929,598146977,secondary,113.17081906700,30.75549697180
9930,598146977,secondary,113.17031947700,30.75547672090
9931,598146977,secondary,113.16981988800,30.75545646900
9932,598146977,secondary,113.16932029800,30.75543621720
9933,598146977,secondary,113.16882070800,30.75541596540
9934,598146977,secondary,113.16832111800,30.75539571440
9935,598146977,secondary,113.16782152800,30.75537546260
9936,598146977,secondary,113.16732193900,30.75535521080
9937,598146977,secondary,113.16682234900,30.75533495980
9938,598146977,secondary,113.16632276000,30.75531470800
9939,598146977,secondary,113.16582317000,30.75529445620
9940,598146977,secondary,113.16532358000,30.75527420520
9941,598146977,secondary,113.16482399000,30.75525395340
9942,598146977,secondary,113.16432440000,30.75523370160
9943,598146977,secondary,113.16382481100,30.75521345060
9944,598146977,secondary,113.16332522100,30.75519319880
9945,598146977,secondary,113.16282563200,30.75517294700
9946,598146977,secondary,113.16232604200,30.75515269510
9947,598146977,secondary,113.16182645200,30.75513244420
9948,598146977,secondary,113.16132686200,30.75511219240
9949,598146977,secondary,113.16082775400,30.75510586290
9950,598146977,secondary,113.16033076200,30.75516061910
9951,598146977,secondary,113.15983376900,30.75521537520
9952,598146977,secondary,113.15933677600,30.75527013130
9953,598146977,secondary,113.15883978400,30.75532488740
9954,598146977,secondary,113.15834279100,30.75537964360
9955,598146977,secondary,113.15784579900,30.75543439970
9956,598146977,secondary,113.15734880500,30.75548915670
9957,598146977,secondary,113.15685181300,30.75554391280
9958,598146977,secondary,113.15635482100,30.75559866890
9959,598146977,secondary,113.15585793100,30.75565427850
9960,598146977,secondary,113.15536218600,30.75571936970
9961,598146977,secondary,113.15486644100,30.75578446080
9962,598146977,secondary,113.15437069500,30.75584955100
9963,598146977,secondary,113.15387495000,30.75591464210
9964,598146977,secondary,113.15337920500,30.75597973240
9965,598146977,secondary,113.15288346000,30.75604482350
9966,598146977,secondary,113.15239406000,30.75614606110
9967,598146977,secondary,113.15190578100,30.75625368840
9968,598146977,secondary,113.15141750100,30.75636131470
9969,598146977,secondary,113.15092922200,30.75646894110
9970,598146977,secondary,113.15044094400,30.75657656840
9971,598146977,secondary,113.14995266400,30.75668419470
9972,598146977,secondary,113.14946438500,30.75679182200
9973,598146977,secondary,113.14897610600,30.75689944840
9974,598146977,secondary,113.14848782700,30.75700707470
9975,598146977,secondary,113.14799954800,30.75711470200
9976,598146977,secondary,113.14751126900,30.75722232830
9977,598146977,secondary,113.14702298900,30.75732995560
9978,598146977,secondary,113.14653471000,30.75743758200
9979,598146977,secondary,113.14604643200,30.75754520830
9980,598146977,secondary,113.14555815200,30.75765283560
9981,598146977,secondary,113.14506987300,30.75776046200
9982,598146977,secondary,113.14458159400,30.75786808920
9983,598146977,secondary,113.14409331500,30.75797571560
9984,598146977,secondary,113.14360503600,30.75808334200
9985,598146977,secondary,113.14311675700,30.75819096920
9986,598146977,secondary,113.14262847700,30.75829859560
9987,598146977,secondary,113.14214019800,30.75840622290
9988,598146977,secondary,113.14165192000,30.75851384920
9989,598146977,secondary,113.14116127600,30.75859560930
9990,598146977,secondary,113.14066157800,30.75857825780
9991,598146977,secondary,113.14016187900,30.75856090720
9992,598146977,secondary,113.13966218000,30.75854355560
9993,598146977,secondary,113.13916248100,30.75852620500
9994,598146977,secondary,113.13866278300,30.75850885350
9995,598146977,secondary,113.13816308300,30.75849150290
9996,598146977,secondary,113.13766338500,30.75847415140
9997,598146977,secondary,113.13716368600,30.75845680070
9998,598146977,secondary,113.13666398700,30.75843945010
9999,598146977,secondary,113.13616428800,30.75842209860
10000,598146977,secondary,113.13566459000,30.75840474800
10001,598146977,secondary,113.13516489000,30.75838739650
10002,598146977,secondary,113.13466519200,30.75837004580
10003,598146977,secondary,113.13416549300,30.75835269430
10004,598146977,secondary,113.13366579400,30.75833534370
10005,598146977,secondary,113.13316609500,30.75831799220
10006,598146977,secondary,113.13266639600,30.75830064160
10007,598146977,secondary,113.13216669700,30.75828329000
10008,598146977,secondary,113.13166699900,30.75826593940
10009,598146977,secondary,113.13116729900,30.75824858790
10010,598146977,secondary,113.13066760100,30.75823123730
10011,598146977,secondary,113.13016790200,30.75821388580
10012,598146977,secondary,113.12966820300,30.75819653510
10013,598146977,secondary,113.12916850400,30.75817918360
10014,598146977,secondary,113.12866880600,30.75816183300
10015,598146977,secondary,113.12816910600,30.75814448240
10016,598146977,secondary,113.12766940800,30.75812713090
10017,598146977,secondary,113.12716970900,30.75810978020
10018,598146977,secondary,113.12667001000,30.75809242870
10019,598146977,secondary,113.12617031100,30.75807507810
10020,598146977,secondary,113.12567061300,30.75805772660
10021,598146977,secondary,113.12517091300,30.75804037600
10022,598146977,secondary,113.12467121500,30.75802302440
10023,598146977,secondary,113.12417243300,30.75802295250
10024,598146977,secondary,113.12367737700,30.75809309420
10025,598146977,secondary,113.12318232200,30.75816323500
10026,598146977,secondary,113.12268726500,30.75823337680
10027,598146977,secondary,113.12219220900,30.75830351850
10028,598146977,secondary,113.12169715400,30.75837366020
10029,598146977,secondary,113.12120209800,30.75844380100
10030,598146977,secondary,113.12070704300,30.75851394280
10031,598146977,secondary,113.12021198700,30.75858408450
10032,598146977,secondary,113.11971693100,30.75865422620
10033,598146977,secondary,113.11922187500,30.75872436790
10034,598146977,secondary,113.11872681900,30.75879450880
10035,598146977,secondary,113.11823176400,30.75886465050
10036,598146977,secondary,113.11773670800,30.75893479220
10037,598146977,secondary,113.11724165300,30.75900493390
10038,598146977,secondary,113.11674659700,30.75907507480
10039,598146977,secondary,113.11625154100,30.75914521650
10040,598146977,secondary,113.11575465500,30.75919084630
10041,598146977,secondary,113.11525467300,30.75919500920
10042,598146977,secondary,113.11475468900,30.75919917130
10043,598146977,secondary,113.11425470700,30.75920333430
10044,598146977,secondary,113.11375472400,30.75920749630
10045,598146977,secondary,113.11325474100,30.75921165840
10046,598146977,secondary,113.11275475900,30.75921582140
10047,598146977,secondary,113.11225477600,30.75921998340
10048,598146977,secondary,113.11175479400,30.75922414550
10049,598146977,secondary,113.11125509300,30.75921367380
10050,598146977,secondary,113.11075564100,30.75919025450
10051,598146977,secondary,113.11025619000,30.75916683620
10052,598146977,secondary,113.10975673900,30.75914341690
10053,598146977,secondary,113.10925728800,30.75911999770
10054,598146977,secondary,113.10875783600,30.75909657930
10055,598146977,secondary,113.10825838500,30.75907316010
10056,598146977,secondary,113.10775893400,30.75904974090
10057,598146977,secondary,113.10725948300,30.75902632160
10058,598146977,secondary,113.10676003200,30.75900290330
10059,598146977,secondary,113.10626058100,30.75897948400
10060,598146977,secondary,113.10576112900,30.75895606480
10061,598146977,secondary,113.10526167800,30.75893264640
10062,598146977,secondary,113.10476222700,30.75890922720
10063,598146977,secondary,113.10426277600,30.75888580790
10064,598146977,secondary,113.10376332400,30.75886238960
10065,598146977,secondary,113.10326387200,30.75883897030
10066,598146977,secondary,113.10276442100,30.75881555110
10067,598146977,secondary,113.10226497000,30.75879213280
10068,598146977,secondary,113.10176519400,30.75878744190
10069,598146977,secondary,113.10126523000,30.75879348710
10070,598146977,secondary,113.10076526600,30.75879953150
10071,598146977,secondary,113.10026530300,30.75880557580
10072,598146977,secondary,113.09976534000,30.75881162110
10073,598146977,secondary,113.09926537600,30.75881766540
10074,598146977,secondary,113.09876541200,30.75882370970
10075,598146977,secondary,113.09826544900,30.75882975410
10076,598146977,secondary,113.09776548600,30.75883579930
10077,598146977,secondary,113.09726552200,30.75884184370
10078,598146977,secondary,113.09676555900,30.75884788800
10079,598146977,secondary,113.09626559600,30.75885393240
10080,598146977,secondary,113.09576563200,30.75885997760
10081,598146977,secondary,113.09526566800,30.75886602190
10082,598146977,secondary,113.09476570500,30.75887206630
10083,598146977,secondary,113.09426574200,30.75887811150
10084,598146977,secondary,113.09376577800,30.75888415590
10085,598146977,secondary,113.09326581400,30.75889020020
10086,598146977,secondary,113.09276585100,30.75889624460
10087,598146977,secondary,113.09226588800,30.75890228980
10088,598146977,secondary,113.09176592400,30.75890833420
10089,598146977,secondary,113.09126596000,30.75891437850
10090,598146977,secondary,113.09076599800,30.75892042280
10091,598146977,secondary,113.09026603400,30.75892646810
10092,598146977,secondary,113.08976607000,30.75893251240
10093,598146977,secondary,113.08926610700,30.75893855680
10094,598146977,secondary,113.08876614400,30.75894460200
10095,598146977,secondary,113.08826618000,30.75895064640
10096,598146977,secondary,113.08810460000,30.75895259970
10097,598146978,primary,113.19879530200,30.71626822580
10098,598146978,primary,113.19861120300,30.71580335180
10099,598146978,primary,113.19842710400,30.71533847880
10100,598146978,primary,113.19824300500,30.71487360480
10101,598146978,primary,113.19805890600,30.71440873090
10102,598146978,primary,113.19787480700,30.71394385690
10103,598146978,primary,113.19769070900,30.71347898390
10104,598146978,primary,113.19750660900,30.71301410990
10105,598146978,primary,113.19732251100,30.71254923600
10106,598146978,primary,113.19713841200,30.71208436200
10107,598146978,primary,113.19691584700,30.71163688810
10108,598146978,primary,113.19668827500,30.71119167970
10109,598146978,primary,113.19646070200,30.71074647120
10110,598146978,primary,113.19623312800,30.71030126270
10111,598146978,primary,113.19600555600,30.70985605510
10112,598146978,primary,113.19577798200,30.70941084660
10113,598146978,primary,113.19555040900,30.70896563820
10114,598146978,primary,113.19532283500,30.70852042970
10115,598146978,primary,113.19509526300,30.70807522120
10116,598146978,primary,113.19486768900,30.70763001270
10117,598146978,primary,113.19464011600,30.70718480510
10118,598146978,primary,113.19441254300,30.70673959670
10119,598146978,primary,113.19418497000,30.70629438820
10120,598146978,primary,113.19395739600,30.70584917970
10121,598146978,primary,113.19372982400,30.70540397120
10122,598146978,primary,113.19350225000,30.70495876270
10123,598146978,primary,113.19327467700,30.70451355520
10124,598146978,primary,113.19304710400,30.70406834670
10125,598146978,primary,113.19281953100,30.70362313820
10126,598146978,primary,113.19259195700,30.70317792970
10127,598146978,primary,113.19236438500,30.70273272120
10128,598146978,primary,113.19213681100,30.70228751280
10129,598146978,primary,113.19190923800,30.70184230520
10130,598146978,primary,113.19168166500,30.70139709670
10131,598146978,primary,113.19145409200,30.70095188820
10132,598146978,primary,113.19122651900,30.70050667970
10133,598146978,primary,113.19099894500,30.70006147130
10134,598146978,primary,113.19077137300,30.69961626280
10135,598146978,primary,113.19054379900,30.69917105520
10136,598146978,primary,113.19031622600,30.69872584670
10137,598146978,primary,113.19008865300,30.69828063820
10138,598146978,primary,113.18986108000,30.69783542980
10139,598146978,primary,113.18963350600,30.69739022130
10140,598146978,primary,113.18940593400,30.69694501280
10141,598146978,primary,113.18917836000,30.69649980520
10142,598146978,primary,113.18895078700,30.69605459670
10143,598146978,primary,113.18872321400,30.69560938830
10144,598146978,primary,113.18849564100,30.69516417980
10145,598146978,primary,113.18826806700,30.69471897130
10146,598146978,primary,113.18804049500,30.69427376280
10147,598146978,primary,113.18781292100,30.69382855520
10148,598146978,primary,113.18758534800,30.69338334680
10149,598146978,primary,113.18735777500,30.69293813830
10150,598146978,primary,113.18713020200,30.69249292980
10151,598146978,primary,113.18690262900,30.69204772130
10152,598146978,primary,113.18667505500,30.69160251280
10153,598146978,primary,113.18644748300,30.69115730530
10154,598146978,primary,113.18630805300,30.69067824900
10155,598146978,primary,113.18617911200,30.69019516110
10156,598146978,primary,113.18608340300,30.68970650900
10157,598146978,primary,113.18604796600,30.68920776660
10158,598146978,primary,113.18603146000,30.68870888390
10159,598146978,primary,113.18605948600,30.68820966930
10160,598146978,primary,113.18613955100,30.68771767900
10161,598146978,primary,113.18624854500,30.68722970330
10162,598146978,primary,113.18635754000,30.68674172750
10163,598146978,primary,113.18646653600,30.68625375180
10164,598146978,primary,113.18656827700,30.68576442980
10165,598146978,primary,113.18664170600,30.68526985120
10166,598146978,primary,113.18671390800,30.68477513150
10167,598146978,primary,113.18675437000,30.68427677130
10168,598146978,primary,113.18677472200,30.68377750180
10169,598146978,primary,113.18677939200,30.68327752370
10170,598146978,primary,113.18678406000,30.68277754560
10171,598146978,primary,113.18677591800,30.68227767190
10172,598146978,primary,113.18676314000,30.68177783500
10173,598146978,primary,113.18675036200,30.68127799810
10174,598146978,primary,113.18673758400,30.68077816120
10175,598146978,primary,113.18672469800,30.68027832790
10176,598146978,primary,113.18671037000,30.67977853330
10177,598146978,primary,113.18669604200,30.67927873860
10178,598146978,primary,113.18668171300,30.67877894400
10179,598146978,primary,113.18666738500,30.67827914940
10180,598146978,primary,113.18665305700,30.67777935470
10181,598146978,primary,113.18663872800,30.67727956010
10182,598146978,primary,113.18662440000,30.67677976550
10183,598146978,primary,113.18661007200,30.67627997080
10184,598146978,primary,113.18659515900,30.67578019330
10185,598146978,primary,113.18658004500,30.67528042120
10186,598146978,primary,113.18656493100,30.67478064990
10187,598146978,primary,113.18654981700,30.67428087870
10188,598146978,primary,113.18653470400,30.67378110650
10189,598146978,primary,113.18651743200,30.67328151690
10190,598146978,primary,113.18644881700,30.67278624770
10191,598146978,primary,113.18638020300,30.67229097750
10192,598146978,primary,113.18630779100,30.67179627850
10193,598146978,primary,113.18622784800,30.67130271080
10194,598146978,primary,113.18614790600,30.67080914300
10195,598146978,primary,113.18606796300,30.67031557530
10196,598146978,primary,113.18598802100,30.66982200760
10197,598146978,primary,113.18590954700,30.66932820510
10198,598146978,primary,113.18583172600,30.66883429840
10199,598146978,primary,113.18575390600,30.66834039070
10200,598146978,primary,113.18567608500,30.66784648390
10201,598146978,primary,113.18559826400,30.66735257720
10202,598146978,primary,113.18552044300,30.66685867040
10203,598146978,primary,113.18544262300,30.66636476360
10204,598146978,primary,113.18536480200,30.66587085690
10205,598146978,primary,113.18528698200,30.66537695010
10206,598146978,primary,113.18521019200,30.66488288590
10207,598146978,primary,113.18513669400,30.66438831730
10208,598146978,primary,113.18506319700,30.66389374860
10209,598146978,primary,113.18498970000,30.66339917990
10210,598146978,primary,113.18491620200,30.66290461130
10211,598146978,primary,113.18484270400,30.66241004260
10212,598146978,primary,113.18476920700,30.66191547390
10213,598146978,primary,113.18469570900,30.66142090530
10214,598146978,primary,113.18462221200,30.66092633660
10215,598146978,primary,113.18456600000,30.66054820040
10216,598146980,primary,113.14484983100,30.66845098030
10217,598146980,primary,113.14533956000,30.66835016090
10218,598146980,primary,113.14582929000,30.66824934060
10219,598146980,primary,113.14631902000,30.66814852120
10220,598146980,primary,113.14680875000,30.66804770180
10221,598146980,primary,113.14729847900,30.66794688240
10222,598146980,primary,113.14778889200,30.66784945620
10223,598146980,primary,113.14827952400,30.66775311810
10224,598146980,primary,113.14877015400,30.66765678000
10225,598146980,primary,113.14926078600,30.66756044200
10226,598146980,primary,113.14975141700,30.66746410390
10227,598146980,primary,113.15024204900,30.66736776580
10228,598146980,primary,113.15073267900,30.66727142770
10229,598146980,primary,113.15122331100,30.66717509060
10230,598146980,primary,113.15171394200,30.66707875070
10231,598146980,primary,113.15220457200,30.66698240810
10232,598146980,primary,113.15269520200,30.66688606460
10233,598146980,primary,113.15318583300,30.66678972210
10234,598146980,primary,113.15367646200,30.66669337860
10235,598146980,primary,113.15416709300,30.66659703600
10236,598146980,primary,113.15465772300,30.66650069260
10237,598146980,primary,113.15514835300,30.66640435000
10238,598146980,primary,113.15563898400,30.66630800650
10239,598146980,primary,113.15612961400,30.66621166300
10240,598146980,primary,113.15662024400,30.66611532050
10241,598146980,primary,113.15711087400,30.66601897700
10242,598146980,primary,113.15760150400,30.66592263440
10243,598146980,primary,113.15809213500,30.66582629100
10244,598146980,primary,113.15858276500,30.66572994840
10245,598146980,primary,113.15907272500,30.66563025580
10246,598146980,primary,113.15956264700,30.66553037710
10247,598146980,primary,113.16005257000,30.66543049840
10248,598146980,primary,113.16054249300,30.66533062060
10249,598146980,primary,113.16103241600,30.66523074190
10250,598146980,primary,113.16152233900,30.66513086320
10251,598146980,primary,113.16201226100,30.66503098450
10252,598146980,primary,113.16250218400,30.66493110670
10253,598146980,primary,113.16299210700,30.66483122800
10254,598146980,primary,113.16348203000,30.66473134930
10255,598146980,primary,113.16397195200,30.66463147060
10256,598146980,primary,113.16446187500,30.66453159280
10257,598146980,primary,113.16495179800,30.66443171410
10258,598146980,primary,113.16544172100,30.66433183530
10259,598146980,primary,113.16593164400,30.66423195750
10260,598146980,primary,113.16642156600,30.66413207880
10261,598146980,primary,113.16691148900,30.66403220010
10262,598146980,primary,113.16740141100,30.66393232140
10263,598146980,primary,113.16789133400,30.66383244360
10264,598146980,primary,113.16838164400,30.66373450020
10265,598146980,primary,113.16887227000,30.66363813340
10266,598146980,primary,113.16936289500,30.66354176740
10267,598146980,primary,113.16985352100,30.66344540150
10268,598146980,primary,113.17034414600,30.66334903460
10269,598146980,primary,113.17083477300,30.66325266870
10270,598146980,primary,113.17132539900,30.66315630180
10271,598146980,primary,113.17181602300,30.66305993230
10272,598146980,primary,113.17230664800,30.66296356180
10273,598146980,primary,113.17279727300,30.66286719140
10274,598146980,primary,113.17328789700,30.66277082090
10275,598146980,primary,113.17377852200,30.66267445050
10276,598146980,primary,113.17426914800,30.66257808000
10277,598146980,primary,113.17475977200,30.66248170870
10278,598146980,primary,113.17525039700,30.66238533820
10279,598146980,primary,113.17574102100,30.66228896780
10280,598146980,primary,113.17623164600,30.66219259730
10281,598146980,primary,113.17672227200,30.66209622690
10282,598146980,primary,113.17721289600,30.66199985640
10283,598146980,primary,113.17770352100,30.66190348510
10284,598146980,primary,113.17819409400,30.66180685110
10285,598146980,primary,113.17868461600,30.66170995810
10286,598146980,primary,113.17917513700,30.66161306430
10287,598146980,primary,113.17966565900,30.66151617130
10288,598146980,primary,113.18015618100,30.66141927750
10289,598146980,primary,113.18064670300,30.66132238450
10290,598146980,primary,113.18113722500,30.66122549070
10291,598146980,primary,113.18162774700,30.66112859770
10292,598146980,primary,113.18211826900,30.66103170390
10293,598146980,primary,113.18260879000,30.66093481090
10294,598146980,primary,113.18309931200,30.66083791700
10295,598146980,primary,113.18358983400,30.66074102410
10296,598146980,primary,113.18408035500,30.66064413020
10297,598146980,primary,113.18456600000,30.66054820040
10298,598146981,primary,113.19912450700,30.71856446210
10299,598146981,primary,113.19908501300,30.71806602360
10300,598146981,primary,113.19904552000,30.71756758610
10301,598146981,primary,113.19900602700,30.71706914850
10302,598146981,primary,113.19897940000,30.71673309980
10303,598146984,tertiary,113.25949664600,30.70706970630
10304,598146984,tertiary,113.25899669200,30.70706291280
10305,598146984,tertiary,113.25849673800,30.70705611930
10306,598146984,tertiary,113.25799678500,30.70704932590
10307,598146984,tertiary,113.25749683100,30.70704253150
10308,598146984,tertiary,113.25699687700,30.70703573800
10309,598146984,tertiary,113.25649692300,30.70702894450
10310,598146984,tertiary,113.25599696900,30.70702215110
10311,598146984,tertiary,113.25549714300,30.70703298610
10312,598146984,tertiary,113.25499734100,30.70704704880
10313,598146984,tertiary,113.25449753900,30.70706111150
10314,598146984,tertiary,113.25399773700,30.70707517420
10315,598146984,tertiary,113.25349793400,30.70708923690
10316,598146984,tertiary,113.25299813200,30.70710329960
10317,598146984,tertiary,113.25249833100,30.70711736230
10318,598146984,tertiary,113.25199852800,30.70713142500
10319,598146984,tertiary,113.25149872600,30.70714548770
10320,598146984,tertiary,113.25100146100,30.70719210580
10321,598146984,tertiary,113.25050551700,30.70725565820
10322,598146984,tertiary,113.25000957200,30.70731921060
10323,598146984,tertiary,113.24951362700,30.70738276300
10324,598146984,tertiary,113.24901768300,30.70744631540
10325,598146984,tertiary,113.24852173800,30.70750986780
10326,598146984,tertiary,113.24802579300,30.70757342110
10327,598146984,tertiary,113.24763191700,30.70784112410
10328,598146984,tertiary,113.24728348800,30.70819972870
10329,598146984,tertiary,113.24693505900,30.70855833340
10330,598146984,tertiary,113.24658663000,30.70891693720
10331,598146984,tertiary,113.24623820100,30.70927554180
10332,598146984,tertiary,113.24588977100,30.70963414650
10333,598146984,tertiary,113.24554134200,30.70999275120
10334,598146984,tertiary,113.24519291400,30.71035135490
10335,598146984,tertiary,113.24484448400,30.71070995960
10336,598146984,tertiary,113.24449605500,30.71106856430
10337,598146984,tertiary,113.24414762600,30.71142716890
10338,598146984,tertiary,113.24379919600,30.71178577360
10339,598146984,tertiary,113.24345076800,30.71214437740
10340,598146984,tertiary,113.24310233900,30.71250298200
10341,598146984,tertiary,113.24275391000,30.71286158670
10342,598146984,tertiary,113.24240548000,30.71322019140
10343,598146984,tertiary,113.24205705100,30.71357879510
10344,598146984,tertiary,113.24169553000,30.71392408530
10345,598146984,tertiary,113.24133109400,30.71426641050
10346,598146984,tertiary,113.24096665800,30.71460873560
10347,598146984,tertiary,113.24057077400,30.71491179000
10348,598146984,tertiary,113.24015708200,30.71519260790
10349,598146984,tertiary,113.23969580200,30.71536714920
10350,598146984,tertiary,113.23921081000,30.71548873480
10351,598146984,tertiary,113.23872581900,30.71561032050
10352,598146984,tertiary,113.23826197600,30.71578677010
10353,598146984,tertiary,113.23782086100,30.71602217850
10354,598146984,tertiary,113.23737974500,30.71625758590
10355,598146984,tertiary,113.23710893700,30.71664477730
10356,598146984,tertiary,113.23692565600,30.71710997410
