id,road_id,road_type,lon,lat
50000,369548489,tertiary,127.2714085,42.14998953
50001,369548489,tertiary,127.2709182,42.1500876
50002,369548489,tertiary,127.2704279,42.15018538
50003,369548489,tertiary,127.269931,42.15024077
50004,369548489,tertiary,127.269434,42.15029616
50005,369548489,tertiary,127.2689371,42.15035155
